,CATEGORY,CONDITION,# OF UNITS,TOTAL ORIGINAL RETAIL,TOTAL CLIENT COST,AVG. UNIT CLIENT COST,AVG. UNIT RETAIL,Needed,"$25,000.00"
732999680740,Alfani Womens Black Pocketed Pull On Printed Straight Leg Pants Size: L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733001064473,bar III Women's Sweater Everglade Small Pullover Cuffed Green S,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
733001523642,Alfani Womens Black Zippered Houndstooth Long Sleeve Scoop Neck Midi Dress Size S,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
733001551522,INC Women's Sweater Dress Romantic Small Embellished V-Neck Red S,New,1,$99.50,$99.50,$24.88,INC-MMG,,
733001779926,INC Women Sweater Small Ribbed Off Shoulder Lurex Pullover Red S,New,1,$79.50,$79.50,$19.88,Inc International Concepts,,
733001916833,INC Womens Light Blue Crew Neck Top Size M,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733002116539,Alfani Womens Brown Asymmetrical Neckline Top Size S,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733002176663,Alfani Womens Purple Textured Long Sleeve Collared Button Up Top Size XL,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
761321204781,Linea Donatella Womens Tropical-Print Short Wrap Robe Ivory (Small/Medium),New,1,$36.00,$36.00,$9.00,MGT IND DBA CALIFORNIA DYNASTY,,
769137051063,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral LG (US 12-14),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
769137051070,LAUREN RALPH LAUREN Classic Knits Dolman Sleeve Notch Collar Capri Pants Pajama Set Pink Floral XL (US 16-18),New,1,$69.00,$69.00,$17.25,LAUREN/CAROLE HOCHMAN DESIGN INC,,
791841043195,B Darlin Womens Red Sequined Long Sleeve Jewel Neck Short Sheath Cocktail Dress Size S,New,1,$59.00,$59.00,$14.75,BEE DARLIN INC,,
816271011078,"Belly Bandit Before, During and After Maternity/Nursing Bra (Small, Nude)",New,1,$36.95,$36.95,$9.24,BELLY BANDIT/CADEN COMPANIES LLC,,
828659440530,Jessica Howard Petite Shadow-Stripe Fit & Flare Dress Black Size 8P,New,1,$89.00,$89.00,$22.25,JESSICA HOWARD,,
840044220039,KENDALL + KYLIE Womens Sateen Surplice Jumpsuit Black L,New,1,$98.00,$98.00,$24.50,KENDALL + KYLIE/37 ORCHARD GROUP,,
840047423673,Leyden Womens Juniors Smocked Floral Top Black M,New,1,$59.00,$59.00,$14.75,LEYDEN/LOVE CHARLES H LLC,,
887650677024,bar III Womens Ankle Pull On Skinny Pants Black XS,New,1,$49.50,$49.50,$12.38,BAR III-EDI/DFA,,
889602376993,Sun & Moon Womens Mockneck Fuzzy Sweater Black M,New,1,$59.00,$59.00,$14.75,SUN+MOON/RDG GLOBAL LLC,,
,FBA16HK1WXTC/1ZT74T770366026666,,,,,,,,
93487670101,"Kasper Women's Sleeveless Sheath Dress, Fire Red, 14",New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
93487670118,"Kasper Women's Sleeveless Sheath Dress, Fire Red, 16",New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
93487670156,"Kasper Women's Sleeveless Sheath Dress, Fire Red, 4",New,1,$79.00,$79.00,$19.75,KASPER GROUP LLC,,
635273728735,Tahari by ASL Nested Suit Red Replen 2,New,1,$209.99,$209.99,$52.50,TAHARI ASL/PACIFIC ALLIANCE MFG,,
794795104264,"S.L. Fashions Women's Petite Off Shoulder Print Dress, Red, 6P",New,1,$99.00,$99.00,$24.75,SALLY LOU FASHIONS,,
,FBA16HK3WG9M/1ZT74T770331650592,,,,,,12/1/2021,,
12214862305,Wacoal Women's No Peek Pads 85999 XL Sand,New,1,$12.00,$12.00,$3.00,WACOAL INC,,
12214906023,"b.tempt'd by Wacoal Women's Faithfully Yours Strapless Bra, Au Natural, 30D",New,1,$40.00,$40.00,$10.00,B.tempt'D By Wacoal,,
39373049484,1.STATE Long Sleeve High Neck Blouse Pink Taffeta SM,New,1,$79.00,$79.00,$19.75,1 STATE/BERNARD CHAUS INC,,
190392798125,7 For All Mankind Josefina Skinny Boyfriend in Army Green Army Green 32,New,1,$189.00,$189.00,$47.25,7 FOR ALL MANKIND/V F CORPORATION,,
191170255649,Trixxi Womens Juniors Floral Bow-Back Fit & Flare Dress Red 1,New,1,$69.00,$69.00,$17.25,TRIXXI CLOTHING COMPANY INC,,
192284679697,Rosie Harlow Junior Womens Color-Blocked Skater Dress Black White Size Large,New,1,$26.99,$26.99,$6.75,PLANET GOLD CLOTHING,,
193372147265,HUDSON Women’s Natalie Super Skinny Leg Midrise Ankle Jeans Libre 25 Green,New,1,$195.00,$195.00,$48.75,HUDSON CLOTHING INC/SAYMEE K INC,,
193465633576,"Free People Santa Clara Thermal, Pink, Small",New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465761545,Free People Womens These Dreams Floral Ruffled Mini Dress Purple XS,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465946362,"Free People Printed Santiago Blouse Black, L (Women's 12-14)",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
193481047265,"Eileen Fisher R9GVB-T5163M Womens Solid 34 Sleeve Jewel Neck Top Size XSTP, X-Small, Purple",New,1,$188.00,$188.00,$47.00,EILEEN FISHER,,
194374006284,Free People Womens Forever Your Girl Knit Babydoll Pullover Top Blue M,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374050119,"Free People Women's Roma Top, Berry Combo, Red, Floral, Small",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374101606,We The Free Womens Bondi Knit Waffle Thermal Top Blue XS,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374160740,"Free People Womens Hazy Day Henley Top, Orange, Size S",New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374213903,"Free People Womens Aqua Pouf Jewel Neck Top (Aqua, Medium)",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
635273656793,Tahari by ASL Sleeveless Printed Jacquard Floral Dress Black/Magenta/Green 14,New,1,$148.00,$148.00,$37.00,TAHARI ASL,,
681283332097,"Silver Jeans Co. Women's Note High Rise Skinny Leg Jeans, Dark wash EBK588, 29W x 27L",New,1,$59.00,$59.00,$14.75,SILVER JEANS/WESTERN GLOVE WORK,,
681283332127,Silver Jeans Co. High Note High-Rise Skinny Jeans L64027EBK588 Black 32 27,New,1,$59.00,$59.00,$14.75,SILVER JEANS/WESTERN GLOVE WORK,,
689439260836,INC International Concepts Womens Asymmetrical Ruffle Sleeveless Top Black Small,New,1,$49.50,$49.50,$12.38,INC-MMG,,
689886515305,Jessica Howard Womens Black Belted Solid Short Sleeve V Neck T-Shirt Boot Cut Jumpsuit Size S,New,1,$119.00,$119.00,$29.75,JESSICA HOWARD/G-III LEATHER FAS,,
696691455382,Connected Apparel Womens Velvet Midi Cocktail Dress Navy 12,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
706257598399,"Alfani Bell-Sleeve Blouse (Deep Black, 2)",New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
707762261945,Nightway Womens Navy Cold Shoulder Slitted Spaghetti Strap Sweetheart Neckline Full-Length Fit + Flare Formal Dress Size 12,New,1,$119.00,$119.00,$29.75,NIGHT WAY,,
710816030992,BCX Womens Juniors Floral Flounce Hem Fit & Flare Dress Black 5,New,1,$45.99,$45.99,$11.50,BCX,,
719544542890,"Wacoal womens Lace Affair Contour Bra, Black/Graphite, 36B US",New,1,$62.00,$62.00,$15.50,WACOAL INC,,
719544719612,"Wacoal Women's Beyond Naked Brief Panty, Sand, X-Large",New,1,$19.00,$19.00,$4.75,WACOAL INC,,
719544852067,"Wacoal Women's Perfect Primer Wire Free Bra, Black, 46DD",New,1,$60.00,$60.00,$15.00,WACOAL INC,,
719544897624,"b.tempt'd by Wacoal Women's B.Wow'd Wirefree Bra, au Natural, 38D",New,1,$42.00,$42.00,$10.50,B.TEMPT'D/WACOAL AMERICA INC,,
719544929868,"b.tempt'd by Wacoal Women's B.Wow'd Push-Up Bra, Pastel Lilac, 34B",New,1,$42.00,$42.00,$10.50,B.tempt'D By Wacoal,,
732995347913,INC Womens Chain Lace Up Blouse Red S,New,1,$59.50,$59.50,$14.88,INC-MMG,,
732997017470,Maison Jules 3/4 Sleeve Knit Blazer Burnt Olive S,New,1,$59.50,$59.50,$14.88,MAISON JULES-MMG,,
732997928981,INC Womens Solid V-Neck Tunic Top Gray L,New,1,$89.50,$89.50,$22.38,INC-MMG,,
732998179504,Alfani Womens Jacquard Snake Print Wide Leg Pants Brown 8,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
732998656791,Alfani Womens Smocked V-Neck Pullover Top Silver M,New,1,$59.50,$59.50,$14.88,ALFANI,,
732998664185,Maison Jules Womens Woven Floral Print Blouse Navy M,New,1,$49.50,$49.50,$12.38,MAISON JULES-MMG,,
732999290529,Alfani Women's Tunnel Waist Dress Navy Size Medium,New,1,$89.50,$89.50,$22.38,ALFANI-EDI,,
732999309665,"Inc Floral Puff-Sleeve Blouse, Ditsy Dazzle Medium Purple",New,1,$59.50,$59.50,$14.88,INC-MMG,,
732999543755,Alfani Womens Black Speckle Below The Knee Pencil Skirt Size: 6,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
732999647286,INC Women's Blouse Halter Striped Smocked Keyhole Top White XS,New,1,$59.50,$59.50,$14.88,INC-MMG,,
732999680603,Alfani Womens Black Printed Sleeveless V Neck Tank Top Size S,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999780686,Alfani Women's Petite Colorblocked Tunic Sweater Deep Black Medium,New,1,$69.50,$69.50,$17.38,Alfani,,
733001768821,INC Womens Red Crew Neck Sweater Size XL,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001783688,Alfani Womens Black Velvet Asymmetrical 3/4 Sleeve Scoop Neck Top M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733001793946,Alfani Womens Beige Zippered 3/4 Sleeve Jewel Neck Below The Knee Fit + Flare Cocktail Dress Size L,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
733001916857,INC Womens Blue Ruffled Long Sleeve Crew Neck Top Size XL,New,1,$69.50,$69.50,$17.38,INC-MMG,,
733002054756,INC Womens Yellow Cut Out O-ring Long Sleeve Sweater S,New,1,$59.50,$59.50,$14.88,INC-MMG,,
768594500534,Kit + Sky Womens Black Glitter Party Bodysuit UK Size:16,New,1,$29.40,$29.40,$7.35,Kit & Sky,,
821494513193,"Splendid Women's 1x1 Rib L/S Crew Neck Tee, White, Medium",New,1,$58.11,$58.11,$14.53,SPLENDID/SPLENDID & ELLA,,
840044220022,KENDALL + KYLIE Womens Sat Sateen Jumpsuit Black M,New,1,$98.00,$98.00,$24.50,KENDALL + KYLIE/37 ORCHARD GROUP,,
840047423741,Leyden Womens Floral Print Smocked Midi Dress Black XL,New,1,$99.00,$99.00,$24.75,LEYDEN/LOVE CHARLES H LLC,,
870802001167,Minx Balconette Bra,New,1,$56.00,$56.00,$14.00,Skarlett Blue,,
888815705088,Connected Apparel Womens Red Floral 3/4 Sleeve Jewel Neck Knee Length Sheath Party Dress Size 12,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
3340442033394,"Chantelle Women's C Ideal Back Smoothing Bra, Nude Blush, 36F (36DDD)",New,1,$69.00,$69.00,$17.25,CHANTELLE,,
,FBA16HK3XQ2K/1ZT74T770366199757,,,,,,,,
93487906835,"Kasper Women's Petite Zig ZAG Knit Fly Away Jacket, Black Multi, 10P",New,1,$96.75,$96.75,$24.19,KASPER GROUP LLC,,
192523671475,"Betsey Johnson Women's Sheath Dress with V Back, Red Leopard, 4",New,1,$178.00,$178.00,$44.50,BETSEY JOHNSON/LOU LEVY & SONS,,
719544850612,"b.tempt'd by Wacoal Women's Future Foundation Tank, Night, One Size",New,1,$28.00,$28.00,$7.00,B.TEMPT'D/WACOAL AMERICA INC,,
719544850650,"b.tempt'd by Wacoal Women's Future Foundation Tank, Patriot Blue, One Size",New,1,$28.00,$28.00,$7.00,B.TEMPT'D/WACOAL AMERICA INC,,
,FBA16HK4TSJF/1ZT74T770310220863,,,,,,12/1/2021,,
8866397951,"Sanctuary Women's Uplift Pull On Legging Ankle with Built in Shaper Tech, sea Stone, 26",New,1,$79.00,$79.00,$19.75,SANCTUARY/ONE JEANSWEAR GROUP,,
85447303747,"Bali Women's Lace ""n"" Smooth Underwire Bra, In The Navy,38C",New,1,$11.99,$11.99,$3.00,BALI/HANESBRANDS INC,,
93487348482,"Pappagallo Women's Fit & Flare Dress with Sash, Royal Denim/White, 12",New,1,$79.00,$79.00,$19.75,PAPPAGALLO,,
190392840091,Jen 7 By 7 For All Mankind Womens Blue Wide Leg Jeans Juniors 14,New,1,$99.00,$99.00,$24.75,JEN 7/SEVEN FOR ALL MANKIND,,
191170193392,Trixxi Womens Juniors Open Back Striped Romper White S,New,1,$26.99,$26.99,$6.75,TRIXXI CLOTHING COMPANY INC,,
191837116122,Xscape Womens Gown Gold Embroidered Open Back Halter Black 2,New,1,$299.00,$299.00,$74.75,XSCAPE EVENINGS LTD,,
192087147836,Be Bop Dress Medium Junior A-Line Cinch-Front Floral Black M,New,1,$26.99,$26.99,$6.75,BEBOP,,
192284725608,"Rosie Harlow Juniors' Zebra-Print Skater Dress, Black/White XXL",New,1,$25.99,$25.99,$6.50,PLANET GOLD CLOTHING,,
192503165635,"Bali Women's Passion for Comfort Back Smoothing Underwire Bra, Paris Nude lace, 38DD",New,1,$35.20,$35.20,$8.80,BALI/HANESBRANDS INC,,
192523584669,"Betsey Johnson Women's Plus Size Ruched Menswear Dress with Ruffle, Check It Out, 16W",New,1,$128.00,$128.00,$32.00,BETSEY JOHNSON,,
192942479072,French Connection Womens Cold Shoulder Lace A-Line Dress Pink 12,New,1,$228.00,$228.00,$57.00,FRENCH CONNECTION GROUP INC,,
194374080260,Free People Womens Green Soft Short Sleeve Boat Neck Sweater Size S,New,2,$68.00,$136.00,$34.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374258096,"Free People Women's Intimately Fp Side of Sass Lace Trim Bodysuit, Black Large",New,3,$58.00,$174.00,$43.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374606286,Free People Stella Scuba Bralette Black XL (Women's 14),New,1,$38.00,$38.00,$9.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374653532,Free People Womens Black Frayed Hem Mini Wrap Skirt Juniors Size: 25,New,2,$78.00,$156.00,$39.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374653754,Free People Adella Cami Turquoise SM (Women's 4-6),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374827827,Free People Women’s Maybelle T-Shirt Navy Combo Medium,New,2,$78.00,$156.00,$39.00,FREE PEOPLE/URBAN OUTFITTERS,,
195191863067,Free People The Ava Top Shaded Lake XS,New,1,$88.00,$88.00,$22.00,FREE PEOPLE/URBAN OUTFITTERS,,
195191863081,Free People The Ava Top Shaded Lake MD,New,1,$88.00,$88.00,$22.00,FREE PEOPLE/URBAN OUTFITTERS,,
661414636041,Teeze Me Womens Juniors Sleeveless Striped Mini Dress Navy 1/2,New,1,$41.99,$41.99,$10.50,TEEZE ME,,
663309882472,"b new york Women's Recycled Long Sleeve Printed Pleat Front Top, Stormy Water Natural, M",New,1,$90.00,$90.00,$22.50,B NEW YORK/PACIFIC ALLIANCE MFG,,
706256501819,"Alfani Wide-Leg Trousers, Created for Macy's - Deep Black",New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
707762193482,NW Nightway Womens Metallic Flounce Cocktail Dress Navy 8,New,1,$89.00,$89.00,$22.25,NIGHT WAY,,
708008577073,"City Studios Juniors' Plunging Metallic Gown (13, Silver)",New,1,$119.00,$119.00,$29.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008578070,City Studio Womens Navy Zippered Sleeveless Square Neck Above The Knee Fit + Flare Evening Dress Size 7,New,1,$46.99,$46.99,$11.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008596265,City Triangles Womens Blue Glitter Sheer Printed Sleeveless Halter Mini Fit + Flare Party Dress Size 13,New,1,$50.99,$50.99,$12.75,CITY TRIANGLES-JODI KRISTOPHER,,
719544543378,"Wacoal womens Lace Affair Contour Bra, Black/Graphite, 32DDD US",New,1,$62.00,$62.00,$15.50,WACOAL INC,,
719544843560,"b.tempt'd by Wacoal Women's Future Foundation Contour Bra, Antler, 34C",New,1,$42.00,$42.00,$10.50,B.TEMPT'D/WACOAL AMERICA INC,,
732994165099,INC Womens Black Sleeveless V Neck Top Size XL,New,1,$24.50,$24.50,$6.13,INC-MMG,,
732997120064,bar III Scoop-Neck Sweater Tank Top- Shiny Lime Size M,New,1,$39.50,$39.50,$9.88,BAR III-MMG,,
732998038146,Alfani Womens Gray Pull On Tummy Control Skinny Pants Size: 18 Short,New,1,$49.99,$49.99,$12.50,ALFANI-EDI/DFA,,
732998504535,Alfani Womens Satin Ruched Shell Beige L,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732998656814,Alfani Womens Smocked V-Neck Pullover Top Silver XL,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
732999210244,Alfani Womens Green Pleated Satin Sleeveless V Neck Tank Top Size: M,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999344215,"Alfani Womens Cinched Front Top, Soft White, X-Large, Soft White, Size",New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732999655861,Alfani Womens White Printed Dolman Sleeve Scoop Neck Top Size L,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733001064077,BAR III Womens Black Cuffed V Neck Sweater Size S,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
733001392774,Alfani Womens Pink Zippered Long Sleeve Top Size S,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
733001407782,Alfani Womens Beige Animal Print Long Sleeve Boat Neck Top Size: XL,New,1,$64.50,$64.50,$16.13,ALFANI-EDI,,
733001546764,bar III Womens Black Pull-on Skinny Evening Pants Size: L,New,1,$49.50,$49.50,$12.38,BAR III-EDI/DFA,,
733001760405,INC Womens Brown Turtle Neck Top Size M,New,2,$29.50,$59.00,$14.75,INC-MMG,,
733001948896,INC Womens Gray Skinny Wear to Work Pants Size 8,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733002167364,Alfani Womens Light Blue Floral Jewel Neck Top Size M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002168248,Alfani Women's Dress Large Shift Drawstring Waist Midi Purple L,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
733002189236,Alfani Womens White Faux Leather Short Sleeve Scoop Neck Top Size M,New,1,$69.50,$69.50,$17.38,ALFANI,,
733002204700,Alfani Womens Purple Tie Wide Leg Pants Size: S,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733002383269,Alfani Womens Light Purple Gathered Mock Long Sleeve Blouse Size: L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002389100,Alfani Womens Blue Pouf Boat Neck Top Size XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002394074,Alfani Womens Light Blue Collared Top Size XL,New,1,$79.50,$79.50,$19.88,ALFANI-EDI,,
749709831712,Blondie Nites Juniors' Tie-Back Faux-Wrap Gown Emerald Size 3,New,1,$179.00,$179.00,$44.75,BLONDIE NITES LTD,,
792831337799,Dickies Work Crop Roll Hem w Belt Original Twill Relaxed Fit Khaki 7,New,1,$65.00,$65.00,$16.25,DICKIES GIRL/JERRY LEIGH,,
883806248469,Ralph Lauren Womens Red Long Sleeve V Neck Above The Knee Sheath Cocktail Dress Size 14P,New,1,$109.00,$109.00,$27.25,RALPH LAUREN,,
884094484089,Ralph Lauren Womens Purple Sleeveless Jewel Neck Below The Knee Sheath Formal Dress Size 4,New,1,$125.00,$125.00,$31.25,LAUREN,,
889602483776,SUN+ MOON Womens Pink Mock Neck Eyelash Pouf Tunic Sweater XS,New,1,$59.00,$59.00,$14.75,SUN+MOON/RDG GLOBAL LLC,,
,FBA16HK7QXXW/1ZT74T770345838515,,,,,,,,
194374784182,"Free People Women's Ottoman Slouchy Sweater, Hawaiian Blue, M",New,1,$148.00,$148.00,$37.00,FREE PEOPLE/URBAN OUTFITTERS,,
,FBA16HKCF6QZ/1ZT74T770378424981,,,,,,12/1/2021,,
39373049491,1.STATE Long Sleeve High Neck Blouse Pink Taffeta MD,New,1,$79.00,$79.00,$19.75,1.STATE,,
93487674857,Kasper Womens Mixed Media 3/4 Sleeves Jacket Black L,New,1,$89.00,$89.00,$22.25,KASPER GROUP LLC,,
190392798088,7 For All Mankind Josefina Skinny Boyfriend in Army Green Army Green 28,New,1,$189.00,$189.00,$47.25,7 FOR ALL MANKIND/V F CORPORATION,,
190744579044,"Ultra Flirt Juniors' Cinch-Skirt Dress (XXL, Spruce Yellow)",New,1,$24.99,$24.99,$6.25,ULTRAFLIRT BY IKEDDI,,
190866911753,Ralph Lauren Womens Gray Ruffled Heather Short Sleeve Jewel Neck Top Size XL,New,1,$59.50,$59.50,$14.88,LAUREN/POLO RALPH LAUREN,,
190917332292,"Danielle Bernstein Solid Puff-Sleeve Side-Tie Top, Cloud XS",New,1,$49.00,$49.00,$12.25,DANIELLE BERNSTEIN/REUNITED LLC,,
192081239872,MSK Womens Dress Large Sheath Ombre Sequin Balloon Sleeve Black L,New,1,$109.00,$109.00,$27.25,JBS DRESSES LLC,,
192081239902,MSK Womens Sequin Stretch Shirtdress Black XL,New,1,$109.00,$109.00,$27.25,JBS DRESSES LLC,,
192284765673,Rosie Harlow Juniors' Sparkle Halter Neck Skater Dress Blue Size Extra Small,New,1,$29.99,$29.99,$7.50,PLANET GOLD CLOTHING,,
192523572949,"Betsey Johnson Women's Stretch Crepe Midi Dress with Exposed Zipper, Party Girl Pink, 2",New,1,$89.00,$89.00,$22.25,BETSEY JOHNSON,,
192555828557,Material Girl Womens Juniors Floral Print Ruched Crop Top Blue L,New,1,$23.70,$23.70,$5.93,Material Girl,,
193465761552,"Free People Womens Floral Print Ruffle Mini Dress Purple S, Violet Combo, Size",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465761569,Free People Womens These Dreams Floral Ruffled Mini Dress Purple M,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193596430624,Sequin Hearts Womens Juniors V Neck Fit and Flare Sweaterdress Pink M,New,1,$38.99,$38.99,$9.75,YOU BABES,,
194374006277,Free People Womens Blue Long Sleeve Jewel Neck Top Size S,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374014753,Free People Womens Fair Isle Cowl Neck Sweater Gray S,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374105291,Free People Womens Serious Swagger Velvet Tie-Dye Midi Skirt Blue S,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374182711,Free People Women's All About It Long Sleeve Workout Top in Elderberry Tea/Keylime Small,New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374827810,Free People Maybelle Tee Navy Combo S,New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
195191118525,Free People Womens Light Blue Long Sleeve Scoop Neck Top Size: S,New,1,$38.00,$38.00,$9.50,FREE PEOPLE/URBAN OUTFITTERS,,
195203318868,1. STATE Womens Black 3/4 Sleeve V Neck Top Size XS,New,1,$69.00,$69.00,$17.25,1 STATE/BERNARD CHAUS INC,,
637348460656,BCX Womens Black Animal Print Long Sleeve Cowl Neck Short Shift Dress Size XS,New,1,$41.99,$41.99,$10.50,BCX,,
650868198830,BCX Women's Sweater Dress Small Scarf Button Sleeve Gray S,New,1,$42.99,$42.99,$10.75,BCX,,
661414656278,Teeze Me Womens Green Spaghetti Strap V Neck Wide Leg Jumpsuit Size 5,New,1,$79.00,$79.00,$19.75,TEEZE ME,,
681283333308,"Silver Jeans Co. Women's Suki Curvy Fit Mid Rise Straight Leg Jeans, Dark Indigo Rinse, 24W x 31L",New,1,$89.00,$89.00,$22.25,SILVER JEANS/WESTERN GLOVE WORK,,
707762220171,Nightway Womens Purple Sleeveless Sheath Evening Dress Petites 12P,New,1,$99.00,$99.00,$24.75,NIGHT WAY,,
707762240971,R&M Richards Womens Red Slitted Bell Sleeve V Neck Knee Length Evening Sheath Dress Juniors 8P,New,1,$79.00,$79.00,$19.75,R & M RICHARDS,,
708008596227,City Studio Womens Floral Glitter Halter Dress Blue 5,New,1,$50.99,$50.99,$12.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008596234,City Studio Womens Floral Glitter Halter Dress Blue 7,New,1,$50.99,$50.99,$12.75,CITY TRIANGLES-JODI KRISTOPHER,,
732997120064,bar III Scoop-Neck Sweater Tank Top- Shiny Lime Size M,New,1,$39.50,$39.50,$9.88,BAR III-MMG,,
732998128397,INC Womens Sweater Small Keyhole Embellished Pullover Blue S,New,1,$79.50,$79.50,$19.88,INC-MMG,,
732998460497,INC Womens White Fringed Short Sleeve Crew Neck Tank Top L,New,1,$49.50,$49.50,$12.38,INC-MMG,,
732998798118,INC Womens Green Printed Short Sleeve V Neck Maxi Hi-Lo Dress Size: 10,New,1,$119.50,$119.50,$29.88,INC-MMG,,
732999324552,Alfani Womens Printed Square Neck Tank Top B/W XL,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999517060,INC Womens Pink Tie Back Halter Sleeveless V Neck Top L,New,1,$39.50,$39.50,$9.88,INC-MMG,,
732999657407,Alfani Womens Green V Neck Tank Top Size S,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999680634,Alfani Womens Black Printed Sleeveless V Neck Tank Top Size XL,New,1,$49.50,$49.50,$12.38,ALFANI-EDI,,
732999910809,Alfani Womens White Long Sleeve V Neck Blouse Wear to Work Top Size L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733001064091,BAR III Womens Black Cuffed V Neck Sweater Size L,New,1,$69.50,$69.50,$17.38,BAR III-MMG,,
733001413196,Alfani Womens Black 3/4 Sleeve Crew Neck Top Size L,New,1,$34.50,$34.50,$8.63,ALFANI-EDI,,
733001521457,Alfani Womens Black Sleeveless Jewel Neck Below The Knee Fit + Flare Dress Size 14,New,1,$99.50,$99.50,$24.88,ALFANI-EDI,,
733001734772,Alfani Womens Knit Top Blue Small Angel Sleeve Blouson Black S,New,1,$39.50,$39.50,$9.88,ALFANI-EDI,,
733001794349,Alfani Womens Light Blue Printed Long Sleeve V Neck Top Size M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733001810902,Alfani Women's Blouse Blush Medium Jersey 3/4 Sleeve Tunic Pink M,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
733001867258,INC Womens Gray Pocketed Ruffled Sweatpants Active Wear Lounge Pants S,New,1,$79.50,$79.50,$19.88,INC-MMG,,
733001922223,Alfani Womens Purple Printed 3/4 Sleeve Surplice Neckline Wrap Top Size M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733001997245,Alfani Womens Purple Long Sleeve Open Cardigan Evening Sweater Size: M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
