,CATEGORY,CONDITION,# OF UNITS,TOTAL ORIGINAL RETAIL,TOTAL CLIENT COST,AVG. UNIT CLIENT COST,AVG. UNIT RETAIL,Client Spend,"$40,000.00"
193465761545,Free People Womens These Dreams Floral Ruffled Mini Dress Purple XS,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465761569,Free People Womens These Dreams Floral Ruffled Mini Dress Purple M,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374006260,Free People Womens Forever Your Girl Knit Babydoll Pullover Top Blue XS,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374105307,Free People Womens Serious Swagger Velvet Tie-Dye Midi Skirt Blue M,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374132617,Free People Womens Common Thread Blanket Stitch Rectangle Scarf Green O/S,New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374213941,Free People Womens Elsie Pintuck Boho Tunic Top Pink S,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374282619,Free People Womens Bardot Contrast Trim Crop Pullover Sweater Blue M,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
608926743287,"Warner's Women's No Pinching No Problems Modern Brief Panty, Blush Petals Print, 6",New,1,$10.00,$10.00,$2.50,WARNERS DIV/WARNACO GROUP,,
637348456536,BCX Womens Burgundy Long Sleeve Jewel Neck Above The Knee Fit + Flare Dress Size XXL,New,1,$41.99,$41.99,$10.50,BCX,,
689886495034,Vince Camuto Womens Black Sequined Striped Long Sleeve Jewel Neck Short Sheath Cocktail Dress Size 6,New,1,$168.00,$168.00,$42.00,VINCE CAMUTO,,
689886495577,Vince Camuto Womens Gold Sequined Zippered Sleeveless V Neck Knee Length Sheath Party Dress Size 2,New,1,$188.00,$188.00,$47.00,VINCE CAMUTO,,
707762239463,R&M Richards Petite Matte Sequin Dress Black/Gunmetal 8P,New,1,$129.00,$129.00,$32.25,R & M RICHARDS,,
708008594254,City Studio Womens Pink Embroidered Cut Out Sleeveless Halter Short Body Con Cocktail Dress Size 11,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
726895348941,Alfani Womens High-Low Mixed Media Pullover Top Pink L,New,1,$39.50,$39.50,$9.88,ALFANI-EDI,,
732998300670,Alfani Womens Animal Print Faux Wrap Wear to Work Dress Pink (X-Large),New,1,$89.50,$89.50,$22.38,ALFANI-EDI,,
733001768821,INC Womens Red Crew Neck Sweater Size XL,New,1,$79.50,$79.50,$19.88,INC-MMG,,
749709731739,Betsy & Adam Womens Red Ruffled Cap Sleeve Off Shoulder Full-Length Mermaid Evening Dress Size 8,New,1,$139.00,$139.00,$34.75,B&A BY BETSY & ADAM,,
749709831712,Blondie Nites Juniors' Tie-Back Faux-Wrap Gown Emerald Size 3,New,1,$179.00,$179.00,$44.75,BLONDIE NITES LTD,,
828659154710,Jessica Howard Womens Sequined Lace Evening Dress Black 14,New,1,$149.00,$149.00,$37.25,JESSICA HOWARD,,
840047412578,Leyden Womens White Fringed Embroidered Long Sleeve Asymmetrical Neckline T-Shirt Party Top Size M,New,1,$79.00,$79.00,$19.75,LEYDEN/LOVE CHARLES H LLC,,
841483183589,"SPANX Shapewear for Women Sculpting, Open Bust Full Slip (Regular and Plus Sizes) Foundation 3X",New,1,$88.00,$88.00,$22.00,SPANX INC,,
842681122011,Q & A Womens Polka Dot Surplice Wrap Dress B/W M Black/White,New,1,$69.00,$69.00,$17.25,Q&A7 LLC,,
843281175063,Lost + Wander Womens Mock Neck Ribbed Trim Pullover Sweater Blue M/L,New,1,$72.00,$72.00,$18.00,Lost & Wander,,
883682565384,"True Religion Women's Buddha Lines Crew TEE, Black, XS",New,1,$39.00,$39.00,$9.75,TRUE RELIGION/GURU DENIM INC,,
887840299548,Emerald Sundae Juniors Sheath Dress Plus Banded V-Neck Black 19,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
888815439259,Connected Apparel Womens Black Cold Shoulder Short Sleeve V Neck Wide Leg Jumpsuit Size 12,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
889500852094,"Elomi Women's Plus Size Mia Underwire Plunge Bra, Sahara, 32JJ",New,1,$64.00,$64.00,$16.00,ELOMI/EVEDEN INC,,
889835271522,Muk Luks Womens T-Shirt & Printed Pants Pajama Set Sunglasses S,New,1,$27.60,$27.60,$6.90,DREAM LOUNGE (THE),,
889982911883,"NYDJ Women's Marilyn Straight Leg Jean with Double SNAP Closure, Black, 6",New,1,$119.00,$119.00,$29.75,NOT YOUR DAUGHTERS JEANS/S L L INC,,
7701453841877,High Waisted Tummy Control Leggings for Women - Compression Slimming Waist Black,New,1,$75.00,$75.00,$18.75,LEONISA/GLOBAL INTIMATES LLC,,
3340442033318,"Chantelle Women's C Ideal Back Smoothing Bra, Nude Blush, 36E (36DD)",New,1,$69.00,$69.00,$17.25,CHANTELLE,,
,FBA16HGPWVVH/1ZT74T770370469760,,,,,,12/1/2021,,
12214730628,"Wacoal Women's No Peek Concealer,Naturally Nude,Small",New,1,$12.00,$12.00,$3.00,WACOAL INC,,
90563846696,"Maidenform Women's Sport Thong, White, 9",New,1,$10.67,$10.67,$2.67,HANESBRANDS INC,,
191837099487,"Xscape Women's Velvet Off-The-Shoulder Gown (10, Hunter) Green",New,1,$169.00,$169.00,$42.25,X BY XSCAPE,,
192081109175,MSK Womens Knit Embellished Evening Dress Black 10,New,1,$99.00,$99.00,$24.75,JBS DRESSES LLC,,
192081109199,MSK Womens Knit Embellished Evening Dress Black 14,New,1,$99.00,$99.00,$24.75,JBS DRESSES LLC,,
192087160149,Bebop Womens Purple Floral Long Sleeve Crew Neck Short Fit + Flare Dress Size S,New,1,$28.99,$28.99,$7.25,BEBOP,,
192087160170,Bebop Women's Floral Long Sleeve Crew Neck Short Fit + Flare Dress Multi XL,New,1,$28.99,$28.99,$7.25,BEBOP,,
192284716774,"Planet Gold Juniors' Metallic-Stripe Sweater Dress (L, Multi Metallic)",New,1,$35.99,$35.99,$9.00,PLANET GOLD CLOTHING,,
192673211378,kensie Womens Teal Printed Sleeveless Halter Mini Sheath Cocktail Dress Size 4,New,1,$108.00,$108.00,$27.00,KENSIE,,
192673211385,kensie Womens Green Printed Sleeveless Halter Mini Sheath Cocktail Dress Size 2,New,1,$108.00,$108.00,$27.00,KENSIE,,
193596140264,Sequin Hearts Womens Juniors Denim Smocked Casual Dress Blue XS,New,1,$44.99,$44.99,$11.25,YOU BABES,,
193596393400,Sequin Hearts Womens Black Embellished Zippered Sleeveless Asymmetrical Neckline Short Sheath Cocktail Dress Size 5,New,1,$69.00,$69.00,$17.25,MY MICHELLE,,
650868199455,BCX Womens Juniors 3/4 Sleeves A-Line Sweaterdress Black L,New,1,$41.99,$41.99,$10.50,BCX,,
650868756986,BCX Womens Green Lace Sleeveless Halter Short Fit + Flare Dress Size 3,New,1,$42.99,$42.99,$10.75,BCX,,
661414656179,"Teeze Me Juniors' Satin Illusion-Back Dress, Wine - Size 5",New,1,$69.00,$69.00,$17.25,TEEZE ME,,
661414661333,Teeze Me Womens Silver Sleeveless Mini Sheath Cocktail Dress Juniors 13,New,1,$69.00,$69.00,$17.25,TEEZE ME,,
689886207132,Jessica Howard Womens Knit 3/4 Sleeves Shrug Sweater Ivory XL,New,1,$24.98,$24.98,$6.25,JESSICA HOWARD/G-III APPAREL GROUP,,
689886482737,Jessica Howard Womens Floral Print Gathered Cocktail Dress Black 14,New,1,$99.00,$99.00,$24.75,JESSICA HOWARD,,
708008577110,City Triangles Womens Black Sleeveless Sheath Cocktail Dress Juniors 1,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008590959,City Studio Womens Black Short Sleeve Straight Leg Jumpsuit Juniors Size: 7,New,1,$48.99,$48.99,$12.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008592762,City Studio Womens Red Cut Out Ruffled Printed Sleeveless V Neck Short Fit + Flare Party Dress Size 11,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008596210,City Studio Womens Floral Glitter Halter Dress Blue 3,New,1,$50.99,$50.99,$12.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008598504,City Studio Womens Black Embellished Sleeveless V Neck Maxi Sheath Evening Dress Size 3,New,1,$109.00,$109.00,$27.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008599044,City Studio Womens Black Pinstripe Sleeveless Turtle Neck Above The Knee Sheath Cocktail Dress Size M,New,1,$59.00,$59.00,$14.75,CITY TRIANGLES-JODI KRISTOPHER,,
719544934848,"b.tempt'd by Wacoal Women's Comfort Intended Underwire Bra, AU Natural, 36B",New,1,$44.00,$44.00,$11.00,B.TEMPT'D/WACOAL AMERICA INC,,
732997994825,"Charter Club Womens Lace-Trim Long Nightgown (Black, X-Small)",New,1,$39.99,$39.99,$10.00,CHARTER CLUB MISS-MMG,,
738994309488,"Maidenform Women's Modern Beauty Unlined Embellished Underwire Bra, -black, 32B",New,1,$31.50,$31.50,$7.88,HANESBRANDS INC,,
747941693181,"Speechless Juniors' Cutout Bodycon Dress (13, Hunter)",New,1,$59.00,$59.00,$14.75,SPEECHLESS,,
747941763174,Speechless Womens Floral Short Fit & Flare Dress Pink 5,New,1,$47.99,$47.99,$12.00,SPEECHLESS,,
747941779434,Speechless Womens Silver Glitter Spaghetti Strap Square Neck Mini Fit + Flare Cocktail Dress Size 13,New,1,$89.00,$89.00,$22.25,SPEECHLESS,,
749709731623,B&A by Betsy and Adam Womens Off-The-Shoulder Ruched Evening Dress Purple 6,New,1,$139.00,$139.00,$34.75,B&A BY BETSY & ADAM,,
755179505008,"Taylor Dresses Women's Plus Size Long Sleeve Solid Wide Leg Jumpsuit, Wine, 14W",New,1,$138.00,$138.00,$34.50,TAYLOR,,
794795097887,Sl Fashions Women's Overlay Gown in Wine Color Size 16,New,1,$139.00,$139.00,$34.75,SALLY LOU FASHIONS,,
886750984841,"Tadashi Shoji Women's Sleeveless EMBRD Gown, Blossom/Black, 10",New,1,$428.00,$428.00,$107.00,TADASHI SHOJI & ASSOC INC,,
888815511931,Connected Apparel Womens Black Ruched Sleeveless Jewel Neck Short Sheath Cocktail Dress Size 8P,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
888815678818,Connected Apparel Womens Plus Asymmetric Lace Capelet Dress Red 6,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
888815752334,Connected Apparel Womens Wide Leg Stretch Jumpsuit Blue 10,New,2,$79.00,$158.00,$39.50,CONNECTED APPAREL COMPANY LLC,,
888815817590,Connected Apparel Womens Brown Printed Short Sleeve V Neck Midi Sheath Wear to Work Dress Size 20W,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
888815838359,Connected Apparel Womens Black Cap Sleeve Body Con Cocktail Dress 8,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
9351221829590,Bardot Womens High Neck Leopard Cocktail Dress Brown L,New,1,$109.00,$109.00,$27.25,BARDOT/BAROL PTY LTD,,
,FBA16HNDJFLN/1ZT74T770362232262,,,,,,,,
192523680644,"Betsey Johnson Women's Sequin Wrap Dress, Rainbow Stripe, 10",New,1,$59.75,$59.75,$14.94,Betsey Johnson,,
,FBA16HNGVKC1/1ZT74T770363229827,,,,,,12/1/2021,,
191837096189,Xscape Womens Black Long Sleeve V Neck Short Fit + Flare Evening Dress Size 12,New,1,$159.00,$159.00,$39.75,X BY XSCAPE,,
192087160163,Be Bop Womens Floral Metallic Fit & Flare Dress Pink L,New,1,$28.99,$28.99,$7.25,BEBOP,,
194374081427,Free People Womens Starbright Glitter Smocked Tunic Top Beige M,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
650868162695,BCX Womens Juniors Sequined Dressy Shrug Silver S,New,1,$39.00,$39.00,$9.75,BCX,,
651481559275,Jump Apparel Womens Juniors Printed Party T-Shirt Dress Black XS,New,1,$69.00,$69.00,$17.25,JUMP APPAREL,,
651481559282,Jump Apparel Womens Juniors Printed Party T-Shirt Dress Black S,New,1,$69.00,$69.00,$17.25,JUMP APPAREL,,
689886455885,Jessica Howard Womens Petites Jacket Sparkle Two Piece Dress Black 8P,New,1,$119.00,$119.00,$29.75,JESSICA HOWARD,,
689886464764,Jessica Howard Womens Houndstooth Metallic Party Dress Black 14,New,1,$89.00,$89.00,$22.25,JESSICA HOWARD,,
689886464801,Jessica Howard Womens Houndstooth Metallic Party Dress Black 6,New,1,$89.00,$89.00,$22.25,JESSICA HOWARD,,
689886483802,Vince Camuto Womens Wide-Leg V-Neck Jumpsuit Black 14,New,1,$178.00,$178.00,$44.50,VINCE CAMUTO,,
689886495324,Vince Camuto Womens Gold Sleeveless Asymmetrical Neckline Knee Length Sheath Cocktail Dress Size 12,New,1,$178.00,$178.00,$44.50,VINCE CAMUTO,,
689886559422,Vince Camuto Womens Black Glitter Spaghetti Strap V Neck Full-Length Sheath Evening Dress Size 8,New,1,$188.00,$188.00,$47.00,VINCE CAMUTO,,
707762094055,NW Nightway Womens Glitter Embellished Evening Dress Purple 6,New,1,$139.00,$139.00,$34.75,NIGHT WAY,,
707762094062,NW Nightway Womens Glitter Embellished Evening Dress Purple 8,New,1,$139.00,$139.00,$34.75,NIGHT WAY,,
707762094079,NW Nightway Womens Glitter Embellished Evening Dress Purple 10,New,1,$139.00,$139.00,$34.75,NIGHT WAY,,
707762150218,R&M Richards Short Mother of The Bride Lace Jacket Dress Champagne,New,1,$129.00,$129.00,$32.25,R & M RICHARDS,,
707762179844,R&M Richards Womens Petites Illusion Faux Wrap Cocktail and Party Dress Red 8P,New,1,$79.00,$79.00,$19.75,R & M RICHARDS,,
708008592731,City Studio Womens Arcadia Cocktail Bow Fit & Flare Dress Red 5,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008600221,City Studio Womens Black Sleeveless Strapless Short Fit + Flare Cocktail Dress Size 9,New,1,$79.00,$79.00,$19.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008632642,"City Studios Juniors' Glitter Lace Bow-Back Maxi Dress, Steel Grey, 5",New,1,$109.00,$109.00,$27.25,CITY TRIANGLES-JODI KRISTOPHER,,
747157779624,Sequin Hearts Womens Navy Sequined Sleeveless Halter Short Party Fit + Flare Dress Juniors 7,New,1,$69.00,$69.00,$17.25,MY MICHELLE,,
747941649171,Speechless Womens Light Blue Lace Zippered Sleeveless Jewel Neck Mini Fit + Flare Party Dress Size 9,New,1,$44.99,$44.99,$11.25,SPEECHLESS,,
747941785640,Speechless Womens Metallic Lace Party Dress Black 1,New,1,$79.00,$79.00,$19.75,SPEECHLESS,,
747941826879,Speechless Womens Blue Floral Sleeveless V Neck Full-Length Fit + Flare Formal Dress Size 9,New,1,$159.00,$159.00,$39.75,SPEECHLESS/SWAT FAME INC,,
749709724694,Betsy & Adam Womens Blue Full-Length Sheath Formal Dress Size: 2,New,1,$279.00,$279.00,$69.75,BETSY & ADAM,,
794795104035,SLNY Womens Red Ruffled Zippered Short Sleeve Off Shoulder Below The Knee Sheath Cocktail Dress Size 14W,New,1,$109.00,$109.00,$27.25,SALLY LOU FASHIONS,,
887510196788,19 Cooper Womens Black Ruffled Sleeveless Halter Short Sheath Party Dress Size S,New,1,$89.00,$89.00,$22.25,19 COOPER,,
887510198713,19 Cooper Womens One Shoulder Cowl Neck Jumpsuit Black XL,New,1,$98.00,$98.00,$24.50,19 COOPER,,
887840378090,Emerald Sundae Womens Pink Spaghetti Strap Mini Party Dress Juniors L,New,1,$69.00,$69.00,$17.25,EMERALD SUNDAE,,
888815479262,Connected Apparel Womens Black Embellished Sleeveless Jewel Neck Short Fit + Flare Party Dress Size 16,New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
888815697116,"Connected Women's Floral-Print Sheath Dress (16, Red)",New,1,$79.00,$79.00,$19.75,CONNECTED APPAREL COMPANY LLC,,
889631123339,Crystal Doll Womens Juniors Double V Party Mini Dress Red 3,New,1,$59.00,$59.00,$14.75,CRYSTAL LYNN/K&K CLOTHING LLC,,
889631123384,CRYSTAL DOLLS Womens Red Long Sleeve Short Body Con Cocktail Dress Juniors 13,New,1,$59.00,$59.00,$14.75,CRYSTAL LYNN,,
889648461097,ROBBIE BEE Womens Gold Tie Patterned Sleeveless Mandarin Collar Above The Knee Cocktail Shift Dress Petites PM,New,1,$89.00,$89.00,$22.25,ROBBIE BEE,,
889648476954,Signature by Robbie Bee Womens Plus Surplice Glitter Party Dress Black 1X,New,1,$89.00,$89.00,$22.25,ROBBIE BEE,,
,FBA16HW6JVHY/1ZT74T770311435200,,,,,,,,
689886504613,"Jessica Howard Women's Sheath Dress (Regular, Plus), Black, 14 Petite",New,1,$49.99,$49.99,$12.50,Jessica Howard,,
828659433068,"Jessica Howard Women's Bell Sleeve Cold Shoulder Sheath Dress, Navy, 14 Petite",New,1,$99.00,$99.00,$24.75,JESSICA HOWARD,,
,FBA16HW6KFJ0/1ZT74T770362116996,,,,,,12/8/2021,,
93487684931,"Kasper Womens Plus Size Shawl-Collar Jacket, Claret, Size 16",New,1,$81.75,$81.75,$20.44,KASPER GROUP LLC,,
190744599011,Ultra Flirt Juniors' Ribbed Twist-Front Dress Baked Apple M Reds,New,1,$28.99,$28.99,$7.25,ULTRAFLIRT BY IKEDDI,,
191170255731,Trixxi Womens Navy Sequined Zippered Spaghetti Strap V Neck Short Body Con Party Dress Size 1,New,1,$69.00,$69.00,$17.25,TRIXXI CLOTHING COMPANY INC,,
192087160149,Be Bop Womens Floral Metallic Fit & Flare Dress Pink S,New,2,$28.99,$57.98,$14.50,BEBOP,,
192523584829,Betsey Johnson Womens Black Zippered Speckle Short Sleeve Scoop Neck Below The Knee Fit + Flare Wear to Work Dress Size 18W,New,1,$128.00,$128.00,$32.00,BETSEY JOHNSON/LOU LEVY & SONS,,
192523671147,"Betsey Johnson Women's Sequin Shift Dress, Leopard, 8",New,1,$148.00,$148.00,$37.00,BETSEY JOHNSON,,
192673211330,kensie Womens Teal Printed Sleeveless Halter Mini Sheath Cocktail Dress Size 12,New,1,$108.00,$108.00,$27.00,KENSIE,,
192673211392,kensie Womens Teal Printed Sleeveless Halter Mini Sheath Cocktail Dress Size 0,New,1,$108.00,$108.00,$27.00,KENSIE,,
193372108013,"HUDSON Jeans Women's Nico Mid Rise, Straight Leg, Cropped Jean, Illum. Ceris (Illuminate), 30",New,1,$215.00,$215.00,$53.75,HUDSON CLOTHING INC/SAYMEE K INC,,
193465581549,Free People Santa Clara Thermal Shirt White (Medium),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465681980,Free People North Shore Thermal TOP (Black) (XS),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465683267,We The Free Womens Striped Textured Sweater Red M,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465761514,Free People These Dreams Mini Dress Black SM (Women's 4-6),New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465761613,Free People Womens These Dreams Floral Ruffled Mini Dress Pink L,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465967114,"Free People Women's Faux Leather Payton Paperbag Miniskirt, Black, 4",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
193596398238,My Michelle Womens Green Spaghetti Strap Halter Short Sheath Cocktail Dress Size 1,New,1,$59.00,$59.00,$14.75,MY MICHELLE/KELLWOOD COMPANY,,
194374062938,Free People Women's One of The Girls Thermal Henley Top in Army Bloom Size X-Small Green,New,1,$40.00,$40.00,$10.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374091945,"Free People Women's Sunbrite Sweater, Cool Night Combo, Black, Stripe, Medium",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374166650,Free People Oliver Henley Terracotta SM (Women's 4-6),New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374179698,We The Free Womens Eva Denim High Rise Bootcut Jeans Blue 28,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374250946,Free People Womens Two Tone V Neck Baseball Tee Navy M,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374274294,We The Free Womens Ivy Denim Released Hem Skinny Jeans Blue 24,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374274317,Free People Ivy Mid Rise Released Hem Skinny Jeans Seal Blue 26,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
650868027512,BCX Womens Burgundy Zippered Floral Sleeveless Halter Mini Fit + Flare Dress Size 1,New,1,$43.99,$43.99,$11.00,BCX,,
650868027529,BCX Womens Burgundy Zippered Floral Sleeveless Halter Mini Fit + Flare Dress Size 3,New,1,$43.99,$43.99,$11.00,BCX,,
650868198847,BCX Womens Gray Long Sleeve Crew Neck Above The Knee Fit + Flare Dress M,New,2,$42.99,$85.98,$21.50,BCX,,
650868386800,BCX Womens Green Color Block Long Sleeve Short Sheath Dress Size: XXS,New,1,$41.99,$41.99,$10.50,BCX,,
689886105339,Jessica Howard Womens Navy Ruffled Solid Long Sleeve V Neck Knee Length Wrap Dress Dress Size 6,New,1,$79.00,$79.00,$19.75,JESSICA HOWARD/G-III APPAREL GROUP,,
689886482720,Jessica Howard Womens Floral Print Gathered Cocktail Dress Black 16,New,1,$99.00,$99.00,$24.75,JESSICA HOWARD,,
689886544305,Jessica Howard Womens Plus 2PC Jacket Midi Dress Black-Ivory 16W,New,1,$119.00,$119.00,$29.75,JESSICA HOWARD,,
696691455368,Connected Apparel Womens Velvet Midi Cocktail Dress Navy 8,New,1,$158.00,$158.00,$39.50,CONNECTED APPAREL COMPANY LLC,,
707762237902,MORGAN & CO Womens Navy Sleeveless Above The Knee Body Con Cocktail Dress 3,New,1,$69.00,$69.00,$17.25,MORGAN & CO/R & M RICHARDS INC,,
708008592755,City Studio Womens Arcadia Cocktail Bow Fit & Flare Dress Red 9,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008597835,City Studio Womens Green Glitter Floral Long Sleeve Crew Neck Above The Knee Fit + Flare Party Dress Size 15,New,1,$99.00,$99.00,$24.75,CITY TRIANGLES-JODI KRISTOPHER,,
708008598863,City Studio Womens Black Spaghetti Strap Mini Body Con Cocktail Dress Juniors 1,New,1,$59.00,$59.00,$14.75,CITY TRIANGLES-JODI KRISTOPHER,,
724432809788,"Sam Edelman Women's Sleeveless Criss Cross Lace Neck Sheath Dress, Teal, 8",New,1,$138.00,$138.00,$34.50,SAM EDELMAN/S ROTHSCHILD & CO INC,,
726895232110,"Alfani Womens Gingham Midi Pencil Dress, Beige, X-Large",New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
732995346879,INC Womens Cold Shoulder Chain Blouse Pink XL,New,1,$59.50,$59.50,$14.88,INC-MMG,,
732999343393,Alfani Womens Oversized Asymmetric Blouse Gray M,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
747941785404,Speechless Womens Black Floral Sleeveless Halter Short Fit + Flare Dress Size 1,New,1,$69.00,$69.00,$17.25,SPEECHLESS,,
887840378274,Emerald Sundae Womens Ruffled Mini Fit & Flare Dress Black XS,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
887840378281,Emerald Sundae Womens Ruffled Mini Fit & Flare Dress Black S,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
888815848761,Connected Apparel Womens Sequined Lace Evening Dress Green 16,New,1,$99.00,$99.00,$24.75,CONNECTED APPAREL COMPANY LLC,,
889631122110,Crystal Doll Womens Juniors Satin One Shoulder Party Dress Blue 13,New,1,$59.00,$59.00,$14.75,CRYSTAL LYNN,,
889631122196,Crystal Doll Womens Juniors Halter Strappy Party Dress Purple 11,New,1,$59.00,$59.00,$14.75,CRYSTAL LYNN,,
,FBA16HWFSXSF/1ZT74T770369638259,,,,,,,,
192523671130,"Betsey Johnson Women's Sequin Shift Dress, Leopard, 6",New,1,$148.00,$148.00,$37.00,BETSEY JOHNSON,,
,FBA16HWDZ3P6/1ZT74T770376540555,,,,,,12/8/2021,,
191170255700,Trixxi Womens Black Floral Spaghetti Strap Square Neck Short Fit + Flare Cocktail Dress Size 13,New,1,$69.00,$69.00,$17.25,TRIXXI CLOTHING COMPANY INC,,
191855317075,Trina Turk Womens Black Printed Short Sleeve Jewel Neck Above The Knee Body Con Dress Size L,New,1,$138.00,$138.00,$34.50,TRINA TURK,,
192081120248,"MSK Women's Velvet Embellished Faux-Wrap Dress (S, Black)",New,1,$89.00,$89.00,$22.25,JBS DRESSES LLC,,
192081239902,MSK Womens Sequin Stretch Shirtdress Black XL,New,1,$109.00,$109.00,$27.25,JBS DRESSES LLC,,
192096554304,JUMP Womens Blue Spaghetti Strap Full-Length Sheath Formal Dress Juniors 9,New,1,$229.00,$229.00,$57.25,JUMP APPAREL,,
